timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1665867026093,68,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-10,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,68,0,0
1665867026162,890,WeeklyOffer-1,200,OK,Thread Group 1-10,text,true,,329721,132,10,10,https://www.othoba.com/special-weekly-offer,496,0,0
1665867026836,248,Othoba,200,OK,Thread Group 1-3,text,true,,146249,224,10,10,https://www.othoba.com/,59,0,0
1665867026836,59,Othoba-0,301,Moved Permanently,Thread Group 1-3,text,true,,768,112,10,10,http://www.othoba.com/,59,0,0
1665867026895,189,Othoba-1,200,OK,Thread Group 1-3,text,true,,145481,112,10,10,https://www.othoba.com/,90,0,0
1665867026834,257,Othoba,200,OK,Thread Group 1-2,text,true,,146364,224,10,10,https://www.othoba.com/,60,0,0
1665867026834,60,Othoba-0,301,Moved Permanently,Thread Group 1-2,text,true,,768,112,10,10,http://www.othoba.com/,60,0,0
1665867026895,196,Othoba-1,200,OK,Thread Group 1-2,text,true,,145596,112,10,10,https://www.othoba.com/,84,0,0
1665867026551,551,Mobile,200,OK,Thread Group 1-6,text,true,,262552,236,10,10,https://www.othoba.com/mobile,54,0,0
1665867026551,54,Mobile-0,301,Moved Permanently,Thread Group 1-6,text,true,,780,118,10,10,http://www.othoba.com/mobile,54,0,0
1665867026606,496,Mobile-1,200,OK,Thread Group 1-6,text,true,,261772,118,10,10,https://www.othoba.com/mobile,244,0,0
1665867026551,657,Mobile,200,OK,Thread Group 1-1,text,true,,262530,236,10,10,https://www.othoba.com/mobile,53,0,0
1665867026551,54,Mobile-0,301,Moved Permanently,Thread Group 1-1,text,true,,780,118,10,10,http://www.othoba.com/mobile,53,0,0
1665867026605,603,Mobile-1,200,OK,Thread Group 1-1,text,true,,261750,118,10,10,https://www.othoba.com/mobile,292,0,0
1665867026551,663,Mobile,200,OK,Thread Group 1-5,text,true,,262536,236,10,10,https://www.othoba.com/mobile,54,0,0
1665867026551,54,Mobile-0,301,Moved Permanently,Thread Group 1-5,text,true,,780,118,10,10,http://www.othoba.com/mobile,54,0,0
1665867026605,609,Mobile-1,200,OK,Thread Group 1-5,text,true,,261756,118,10,10,https://www.othoba.com/mobile,296,0,0
1665867026567,678,Mobile,200,OK,Thread Group 1-4,text,true,,262505,236,10,10,https://www.othoba.com/mobile,51,0,0
1665867026567,51,Mobile-0,301,Moved Permanently,Thread Group 1-4,text,true,,780,118,10,10,http://www.othoba.com/mobile,51,0,0
1665867026618,627,Mobile-1,200,OK,Thread Group 1-4,text,true,,261725,118,10,10,https://www.othoba.com/mobile,276,0,0
1665867027102,249,Othoba,200,OK,Thread Group 1-6,text,true,,146408,224,10,10,https://www.othoba.com/,51,0,0
1665867027102,51,Othoba-0,301,Moved Permanently,Thread Group 1-6,text,true,,768,112,10,10,http://www.othoba.com/,51,0,0
1665867027153,198,Othoba-1,200,OK,Thread Group 1-6,text,true,,145640,112,10,10,https://www.othoba.com/,92,0,0
1665867027246,333,Othoba,200,OK,Thread Group 1-4,text,true,,146363,224,10,10,https://www.othoba.com/,61,0,0
1665867027246,61,Othoba-0,301,Moved Permanently,Thread Group 1-4,text,true,,768,112,10,10,http://www.othoba.com/,61,0,0
1665867027308,271,Othoba-1,200,OK,Thread Group 1-4,text,true,,145595,112,10,10,https://www.othoba.com/,97,0,0
1665867027215,394,Othoba,200,OK,Thread Group 1-5,text,true,,146408,224,10,10,https://www.othoba.com/,50,0,0
1665867027215,50,Othoba-0,301,Moved Permanently,Thread Group 1-5,text,true,,768,112,10,10,http://www.othoba.com/,50,0,0
1665867027265,344,Othoba-1,200,OK,Thread Group 1-5,text,true,,145640,112,10,10,https://www.othoba.com/,122,0,0
1665867026997,632,Mobile,200,OK,Thread Group 1-9,text,true,,262551,236,10,10,https://www.othoba.com/mobile,54,0,0
1665867026997,54,Mobile-0,301,Moved Permanently,Thread Group 1-9,text,true,,780,118,10,10,http://www.othoba.com/mobile,54,0,0
1665867027052,577,Mobile-1,200,OK,Thread Group 1-9,text,true,,261771,118,10,10,https://www.othoba.com/mobile,303,0,0
1665867025965,1680,WeeklyOffer,200,OK,Thread Group 1-8,text,true,,330521,264,10,10,https://www.othoba.com/special-weekly-offer,62,0,0
1665867025965,63,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-8,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,62,0,0
1665867026028,1617,WeeklyOffer-1,200,OK,Thread Group 1-8,text,true,,329713,132,10,10,https://www.othoba.com/special-weekly-offer,568,0,0
1665867027053,594,Mobile,200,OK,Thread Group 1-10,text,true,,262522,236,10,10,https://www.othoba.com/mobile,54,0,0
1665867027053,54,Mobile-0,301,Moved Permanently,Thread Group 1-10,text,true,,780,118,10,10,http://www.othoba.com/mobile,54,0,0
1665867027107,540,Mobile-1,200,OK,Thread Group 1-10,text,true,,261742,118,10,10,https://www.othoba.com/mobile,266,0,0
1665867026966,745,Mobile,200,OK,Thread Group 1-7,text,true,,262492,236,10,10,https://www.othoba.com/mobile,54,0,0
1665867026966,54,Mobile-0,301,Moved Permanently,Thread Group 1-7,text,true,,780,118,10,10,http://www.othoba.com/mobile,54,0,0
1665867027020,691,Mobile-1,200,OK,Thread Group 1-7,text,true,,261712,118,10,10,https://www.othoba.com/mobile,203,0,0
1665867027085,740,WeeklyOffer,200,OK,Thread Group 1-3,text,true,,330621,264,10,10,https://www.othoba.com/special-weekly-offer,50,0,0
1665867027085,51,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-3,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,50,0,0
1665867027136,689,WeeklyOffer-1,200,OK,Thread Group 1-3,text,true,,329813,132,10,10,https://www.othoba.com/special-weekly-offer,335,0,0
1665867027208,654,Othoba,200,OK,Thread Group 1-1,text,true,,146401,224,10,10,https://www.othoba.com/,51,0,0
1665867027208,51,Othoba-0,301,Moved Permanently,Thread Group 1-1,text,true,,768,112,10,10,http://www.othoba.com/,51,0,0
1665867027259,603,Othoba-1,200,OK,Thread Group 1-1,text,true,,145633,112,10,10,https://www.othoba.com/,96,0,0
1665867027351,556,WeeklyOffer,200,OK,Thread Group 1-6,text,true,,330584,264,10,10,https://www.othoba.com/special-weekly-offer,52,0,0
1665867027351,52,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-6,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,52,0,0
1665867027404,503,WeeklyOffer-1,200,OK,Thread Group 1-6,text,true,,329776,132,10,10,https://www.othoba.com/special-weekly-offer,292,0,0
1665867027630,319,Othoba,200,OK,Thread Group 1-9,text,true,,146401,224,10,10,https://www.othoba.com/,51,0,0
1665867027630,51,Othoba-0,301,Moved Permanently,Thread Group 1-9,text,true,,768,112,10,10,http://www.othoba.com/,51,0,0
1665867027681,268,Othoba-1,200,OK,Thread Group 1-9,text,true,,145633,112,10,10,https://www.othoba.com/,110,0,0
1665867027647,321,Othoba,200,OK,Thread Group 1-10,text,true,,146348,224,10,10,https://www.othoba.com/,54,0,0
1665867027647,54,Othoba-0,301,Moved Permanently,Thread Group 1-10,text,true,,768,112,10,10,http://www.othoba.com/,54,0,0
1665867027702,266,Othoba-1,200,OK,Thread Group 1-10,text,true,,145580,112,10,10,https://www.othoba.com/,110,0,0
1665867027712,385,Othoba,200,OK,Thread Group 1-7,text,true,,146401,224,10,10,https://www.othoba.com/,50,0,0
1665867027712,50,Othoba-0,301,Moved Permanently,Thread Group 1-7,text,true,,768,112,10,10,http://www.othoba.com/,50,0,0
1665867027762,335,Othoba-1,200,OK,Thread Group 1-7,text,true,,145633,112,10,10,https://www.othoba.com/,134,0,0
1665867027092,1091,WeeklyOffer,200,OK,Thread Group 1-2,text,true,,330681,264,10,10,https://www.othoba.com/special-weekly-offer,52,0,0
1665867027092,52,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-2,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,52,0,0
1665867027144,1039,WeeklyOffer-1,200,OK,Thread Group 1-2,text,true,,329873,132,10,10,https://www.othoba.com/special-weekly-offer,361,0,0
1665867027646,5063,Mobile,200,OK,Thread Group 1-8,text,true,,262597,236,10,10,https://www.othoba.com/mobile,57,0,0
1665867027646,57,Mobile-0,301,Moved Permanently,Thread Group 1-8,text,true,,780,118,10,10,http://www.othoba.com/mobile,57,0,0
1665867027711,4998,Mobile-1,200,OK,Thread Group 1-8,text,true,,261817,118,10,10,https://www.othoba.com/mobile,344,0,0
1665867027908,8755,Mobile,200,OK,Thread Group 1-6,text,true,,262604,236,10,10,https://www.othoba.com/mobile,56,0,0
1665867027908,56,Mobile-0,301,Moved Permanently,Thread Group 1-6,text,true,,780,118,10,10,http://www.othoba.com/mobile,56,0,0
1665867027965,8698,Mobile-1,200,OK,Thread Group 1-6,text,true,,261824,118,10,10,https://www.othoba.com/mobile,2205,0,0
1665867028098,9538,WeeklyOffer,200,OK,Thread Group 1-7,text,true,,330698,264,10,10,https://www.othoba.com/special-weekly-offer,123,0,0
1665867028098,123,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-7,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,123,0,0
1665867028221,9415,WeeklyOffer-1,200,OK,Thread Group 1-7,text,true,,329890,132,10,10,https://www.othoba.com/special-weekly-offer,2785,0,0
1665867027863,11590,WeeklyOffer,200,OK,Thread Group 1-1,text,true,,330734,264,10,10,https://www.othoba.com/special-weekly-offer,53,0,0
1665867027863,53,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-1,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,53,0,0
1665867027916,11537,WeeklyOffer-1,200,OK,Thread Group 1-1,text,true,,329926,132,10,10,https://www.othoba.com/special-weekly-offer,2242,0,0
1665867027580,12390,WeeklyOffer,200,OK,Thread Group 1-4,text,true,,330757,264,10,10,https://www.othoba.com/special-weekly-offer,50,0,0
1665867027580,50,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-4,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,50,0,0
1665867027630,12340,WeeklyOffer-1,200,OK,Thread Group 1-4,text,true,,329949,132,10,10,https://www.othoba.com/special-weekly-offer,451,0,0
1665867027825,12150,Mobile,200,OK,Thread Group 1-3,text,true,,262597,236,10,10,https://www.othoba.com/mobile,71,0,0
1665867027825,71,Mobile-0,301,Moved Permanently,Thread Group 1-3,text,true,,780,118,10,10,http://www.othoba.com/mobile,71,0,0
1665867027897,12078,Mobile-1,200,OK,Thread Group 1-3,text,true,,261817,118,10,10,https://www.othoba.com/mobile,474,0,0
1665867028184,11900,Mobile,200,OK,Thread Group 1-2,text,true,,262597,236,10,10,https://www.othoba.com/mobile,72,0,0
1665867028184,73,Mobile-0,301,Moved Permanently,Thread Group 1-2,text,true,,780,118,10,10,http://www.othoba.com/mobile,72,0,0
1665867028257,11827,Mobile-1,200,OK,Thread Group 1-2,text,true,,261817,118,10,10,https://www.othoba.com/mobile,3362,0,0
1665867032722,7456,Othoba,200,OK,Thread Group 1-8,text,true,,146408,224,10,10,https://www.othoba.com/,505,0,0
1665867032722,505,Othoba-0,301,Moved Permanently,Thread Group 1-8,text,true,,768,112,10,10,http://www.othoba.com/,505,0,0
1665867033227,6951,Othoba-1,200,OK,Thread Group 1-8,text,true,,145640,112,10,10,https://www.othoba.com/,5141,0,0
1665867027950,12466,WeeklyOffer,200,OK,Thread Group 1-9,text,true,,330750,264,10,10,https://www.othoba.com/special-weekly-offer,54,0,0
1665867027950,54,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-9,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,54,0,0
1665867028004,12412,WeeklyOffer-1,200,OK,Thread Group 1-9,text,true,,329942,132,10,10,https://www.othoba.com/special-weekly-offer,2998,0,0
1665867036667,4600,Othoba,200,OK,Thread Group 1-6,text,true,,146401,224,10,10,https://www.othoba.com/,795,0,0
1665867036667,795,Othoba-0,301,Moved Permanently,Thread Group 1-6,text,true,,768,112,10,10,http://www.othoba.com/,795,0,0
1665867037463,3804,Othoba-1,200,OK,Thread Group 1-6,text,true,,145633,112,10,10,https://www.othoba.com/,2487,0,0
1665867027969,13300,WeeklyOffer,200,OK,Thread Group 1-10,text,true,,330757,264,10,10,https://www.othoba.com/special-weekly-offer,79,0,0
1665867027969,79,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-10,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,79,0,0
1665867028048,13221,WeeklyOffer-1,200,OK,Thread Group 1-10,text,true,,329949,132,10,10,https://www.othoba.com/special-weekly-offer,2958,0,0
1665867027610,13995,WeeklyOffer,200,OK,Thread Group 1-5,text,true,,330764,264,10,10,https://www.othoba.com/special-weekly-offer,50,0,0
1665867027610,51,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-5,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,50,0,0
1665867027661,13944,WeeklyOffer-1,200,OK,Thread Group 1-5,text,true,,329956,132,10,10,https://www.othoba.com/special-weekly-offer,1430,0,0
1665867039975,3224,Othoba,200,OK,Thread Group 1-3,text,true,,146408,224,10,10,https://www.othoba.com/,276,0,0
1665867039975,276,Othoba-0,301,Moved Permanently,Thread Group 1-3,text,true,,768,112,10,10,http://www.othoba.com/,276,0,0
1665867040251,2948,Othoba-1,200,OK,Thread Group 1-3,text,true,,145640,112,10,10,https://www.othoba.com/,1797,0,0
1665867040084,3253,Othoba,200,OK,Thread Group 1-2,text,true,,146408,224,10,10,https://www.othoba.com/,167,0,0
1665867040084,167,Othoba-0,301,Moved Permanently,Thread Group 1-2,text,true,,768,112,10,10,http://www.othoba.com/,167,0,0
1665867040251,3086,Othoba-1,200,OK,Thread Group 1-2,text,true,,145640,112,10,10,https://www.othoba.com/,2839,0,0
1665867041269,2068,WeeklyOffer,200,OK,Thread Group 1-6,text,true,,330614,264,10,10,https://www.othoba.com/special-weekly-offer,305,0,0
1665867041269,306,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-6,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,305,0,0
1665867041586,1751,WeeklyOffer-1,200,OK,Thread Group 1-6,text,true,,329806,132,10,10,https://www.othoba.com/special-weekly-offer,1560,0,0
1665867039453,3920,Mobile,200,OK,Thread Group 1-1,text,true,,262604,236,10,10,https://www.othoba.com/mobile,455,0,0
1665867039453,455,Mobile-0,301,Moved Permanently,Thread Group 1-1,text,true,,780,118,10,10,http://www.othoba.com/mobile,455,0,0
1665867039909,3464,Mobile-1,200,OK,Thread Group 1-1,text,true,,261824,118,10,10,https://www.othoba.com/mobile,333,0,0
1665867037637,5747,Mobile,200,OK,Thread Group 1-7,text,true,,262604,236,10,10,https://www.othoba.com/mobile,1800,0,0
1665867037637,1800,Mobile-0,301,Moved Permanently,Thread Group 1-7,text,true,,780,118,10,10,http://www.othoba.com/mobile,1800,0,0
1665867039436,3948,Mobile-1,200,OK,Thread Group 1-7,text,true,,261824,118,10,10,https://www.othoba.com/mobile,1800,0,0
1665867041269,2154,Mobile,200,OK,Thread Group 1-10,text,true,,262521,236,10,10,https://www.othoba.com/mobile,188,0,0
1665867041269,188,Mobile-0,301,Moved Permanently,Thread Group 1-10,text,true,,780,118,10,10,http://www.othoba.com/mobile,188,0,0
1665867041458,1965,Mobile-1,200,OK,Thread Group 1-10,text,true,,261741,118,10,10,https://www.othoba.com/mobile,1664,0,0
1665867041613,1956,Mobile,200,OK,Thread Group 1-5,text,true,,262498,236,10,10,https://www.othoba.com/mobile,448,0,0
1665867041613,449,Mobile-0,301,Moved Permanently,Thread Group 1-5,text,true,,780,118,10,10,http://www.othoba.com/mobile,448,0,0
1665867042062,1507,Mobile-1,200,OK,Thread Group 1-5,text,true,,261718,118,10,10,https://www.othoba.com/mobile,1083,0,0
1665867040416,3214,Mobile,200,OK,Thread Group 1-9,text,true,,262543,236,10,10,https://www.othoba.com/mobile,495,0,0
1665867040416,495,Mobile-0,301,Moved Permanently,Thread Group 1-9,text,true,,780,118,10,10,http://www.othoba.com/mobile,495,0,0
1665867040911,2719,Mobile-1,200,OK,Thread Group 1-9,text,true,,261763,118,10,10,https://www.othoba.com/mobile,2431,0,0
1665867039970,3731,Mobile,200,OK,Thread Group 1-4,text,true,,262491,236,10,10,https://www.othoba.com/mobile,281,0,0
1665867039970,281,Mobile-0,301,Moved Permanently,Thread Group 1-4,text,true,,780,118,10,10,http://www.othoba.com/mobile,281,0,0
1665867040252,3449,Mobile-1,200,OK,Thread Group 1-4,text,true,,261711,118,10,10,https://www.othoba.com/mobile,2866,0,0
1665867040181,3530,WeeklyOffer,200,OK,Thread Group 1-8,text,true,,330535,264,10,10,https://www.othoba.com/special-weekly-offer,263,0,0
1665867040181,264,WeeklyOffer-0,301,Moved Permanently,Thread Group 1-8,text,true,,808,132,10,10,http://www.othoba.com/special-weekly-offer,263,0,0
1665867040445,3266,WeeklyOffer-1,200,OK,Thread Group 1-8,text,true,,329727,132,10,10,https://www.othoba.com/special-weekly-offer,2674,0,0
1665867043376,382,Othoba,200,OK,Thread Group 1-1,text,true,,146371,224,10,10,https://www.othoba.com/,75,0,0
1665867043376,75,Othoba-0,301,Moved Permanently,Thread Group 1-1,text,true,,768,112,10,10,http://www.othoba.com/,75,0,0
1665867043452,306,Othoba-1,200,OK,Thread Group 1-1,text,true,,145603,112,10,10,https://www.othoba.com/,98,0,0
1665867043426,347,Othoba,200,OK,Thread Group 1-10,text,true,,146393,224,10,10,https://www.othoba.com/,56,0,0
1665867043387,386,Othoba,200,OK,Thread Group 1-7,text,true,,146333,224,10,10,https://www.othoba.com/,67,0,0
1665867043426,56,Othoba-0,301,Moved Permanently,Thread Group 1-10,text,true,,768,112,10,10,http://www.othoba.com/,56,0,0
1665867043387,67,Othoba-0,301,Moved Permanently,Thread Group 1-7,text,true,,768,112,10,10,http://www.othoba.com/,67,0,0
1665867043483,290,Othoba-1,200,OK,Thread Group 1-10,text,true,,145625,112,10,10,https://www.othoba.com/,148,0,0
1665867043455,318,Othoba-1,200,OK,Thread Group 1-7,text,true,,145565,112,10,10,https://www.othoba.com/,106,0,0
1665867043631,475,Othoba,200,OK,Thread Group 1-9,text,true,,146393,224,10,10,https://www.othoba.com/,68,0,0
1665867043631,68,Othoba-0,301,Moved Permanently,Thread Group 1-9,text,true,,768,112,10,10,http://www.othoba.com/,68,0,0
1665867043700,406,Othoba-1,200,OK,Thread Group 1-9,text,true,,145625,112,10,10,https://www.othoba.com/,100,0,0
1665867043348,759,Mobile,200,OK,Thread Group 1-6,text,true,,262567,236,10,10,https://www.othoba.com/mobile,65,0,0
1665867043348,66,Mobile-0,301,Moved Permanently,Thread Group 1-6,text,true,,780,118,10,10,http://www.othoba.com/mobile,65,0,0
1665867043415,692,Mobile-1,200,OK,Thread Group 1-6,text,true,,261787,118,10,10,https://www.othoba.com/mobile,363,0,0
1665867043570,590,Othoba,200,OK,Thread Group 1-5,text,true,,146326,224,10,10,https://www.othoba.com/,62,0,0
1665867043570,62,Othoba-0,301,Moved Permanently,Thread Group 1-5,text,true,,768,112,10,10,http://www.othoba.com/,62,0,0
1665867043633,527,Othoba-1,200,OK,Thread Group 1-5,text,true,,145558,112,10,10,https://www.othoba.com/,104,0,0
